Realisation number,Time,x
1.0,6.9,0.9334500515114563
1.0,6.91,0.9230869318463203
1.0,6.92,0.9227142861506262
1.0,6.93,0.9393044690164393
1.0,6.94,0.9308822166021866
1.0,6.95,0.9496356650904162
1.0,6.96,0.9524044198172339
1.0,6.97,0.949780359396284
1.0,6.98,0.9624209475607884
1.0,6.99,0.9593161486187309
1.0,7.0,0.9607153382795036
1.0,7.01,0.971150613671927
1.0,7.02,0.9753086171727123
1.0,7.03,0.9768042263309787
1.0,7.04,0.9714825957588095
1.0,7.05,0.9481083694462702
1.0,7.06,0.9382952181172849
1.0,7.07,0.9275660320245178
1.0,7.08,0.9278406952762445
1.0,7.09,0.9297774552265198
1.0,7.1,0.9238348484650128
1.0,7.11,0.927998148242085
1.0,7.12,0.9274870104395301
1.0,7.13,0.927939465730502
1.0,7.14,0.9420784420091463
1.0,7.15,0.9381870605863316
1.0,7.16,0.9405059937875122
1.0,7.17,0.9526886383994825
1.0,7.18,0.9626623745322954
1.0,7.19,0.9556968929160875
1.0,7.2,0.9683133987790742
1.0,7.21,0.9941220669126517
1.0,7.22,0.9914982595613593
1.0,7.23,1.0097687445636043
1.0,7.24,1.026140830758812
1.0,7.25,1.0401712205387712
1.0,7.26,1.0374729486637873
1.0,7.27,1.059469183133824
1.0,7.28,1.0664513850021677
1.0,7.29,1.0635855217065504
1.0,7.3,1.0588914959953721
1.0,7.31,1.0572324645628433
1.0,7.32,1.031421139264769
1.0,7.33,1.0255555495930215
1.0,7.34,1.0329858580519307
1.0,7.35,1.0347338974116387
1.0,7.36,1.0358692979313795
1.0,7.37,1.0323684070303627
1.0,7.38,1.0222773107629275
1.0,7.39,1.0246763716121123
1.0,7.4,1.0045325742815303
1.0,7.41,1.0047494737539235
1.0,7.42,1.011891369973576
1.0,7.43,1.024022312653791
1.0,7.44,1.033001828698412
1.0,7.45,1.03665966769961
1.0,7.46,1.037409561072338
1.0,7.47,1.066537854600146
1.0,7.48,1.043005988475062
1.0,7.49,1.0374261260095017
1.0,7.5,1.0539466716711434
1.0,7.51,1.0460697457914414
1.0,7.52,1.0415200892895118
1.0,7.53,1.039678275187695
1.0,7.54,1.0430878146075204
1.0,7.55,1.0464086340798129
1.0,7.56,1.0518055142595193
1.0,7.57,1.0546563960504047
1.0,7.58,1.0473211775334323
1.0,7.59,1.0351119873782715
1.0,7.6,1.0374675050888196
1.0,7.61,1.0289701157862838
1.0,7.62,1.0462546699605757
1.0,7.63,1.052438677141946
1.0,7.64,1.0394805712973332
1.0,7.65,1.0365475880903907
1.0,7.66,1.0353335515001625
1.0,7.67,1.0350944386552796
1.0,7.68,1.0312720067174408
1.0,7.69,1.0300741569924245
1.0,7.7,1.0305467035652358
1.0,7.71,1.0220840576832229
1.0,7.72,1.0326256332108403
1.0,7.73,1.0260147956869876
1.0,7.74,1.0288160243813005
1.0,7.75,1.0214192336088201
1.0,7.76,1.0170693037211924
1.0,7.77,1.0054364057735055
1.0,7.78,1.007428740849425
1.0,7.79,0.9940297691589149
1.0,7.8,0.9759258143034726
1.0,7.81,0.9749157302350889
1.0,7.82,0.9818262993396467
1.0,7.83,0.9949082752051703
1.0,7.84,0.9879442754390751
1.0,7.85,0.9991821708519
1.0,7.86,0.9838350016315743
1.0,7.87,0.9733296351516934
1.0,7.88,0.9728299602703581
1.0,7.89,0.9918700220028818
1.0,7.9,0.996217036961436
1.0,7.91,1.000182028345208
1.0,7.92,1.00417896353366
1.0,7.93,1.0173844474834786
1.0,7.94,1.0285138340991666
1.0,7.95,1.0260545937836185
1.0,7.96,1.0289213844983938
1.0,7.97,1.0227106618301962
1.0,7.98,1.0256522640553314
1.0,7.99,1.0384560228160684
1.0,8.0,1.0490227400149168
1.0,8.01,1.0569093012894204
1.0,8.02,1.0416778920993857
1.0,8.03,1.0530191955086408
1.0,8.04,1.064058336860438
1.0,8.05,1.0697202943005557
1.0,8.06,1.0597071972111585
1.0,8.07,1.0408242711496503
1.0,8.08,1.0454679031736276
1.0,8.09,1.0509531704988135
1.0,8.1,1.0602079027549005
1.0,8.11,1.053720368756863
1.0,8.12,1.0560149102854541
1.0,8.13,1.061554337019077
1.0,8.14,1.0474947151536005
1.0,8.15,1.0577141084721315
1.0,8.16,1.0502233674264008
1.0,8.17,1.0615397744397759
1.0,8.18,1.0632520862831207
1.0,8.19,1.0965791187957088
1.0,8.2,1.1035301811805491
1.0,8.21,1.088920117504015
1.0,8.22,1.0821507021865906
1.0,8.23,1.0558515354358746
1.0,8.24,1.055174450321243
1.0,8.25,1.066164348196817
1.0,8.26,1.0652787773226085
1.0,8.27,1.0561032328841768
